rank,narrator,chains,in_degree,out_degree,betweenness,pagerank_source,pagerank_collector,community,unresolved
3364,ابي وكان من اصحاب الشجرة,1,0,1,0.000000,0.0001452,0.0000631,7,0
3365,يحيي بن يعلي المحاربي,1,1,0,0.000000,0.0000778,0.0001577,7,0
3366,ابيه ⟨العلاء بن المسيب⟩,1,0,1,0.000000,0.0001208,0.0000631,9,1
3367,احمد بن اشكاب,3,1,0,0.000000,0.0000778,0.0001356,9,0
3368,ابيه ⟨مجزاة بن زاهر الاسلمي⟩,1,0,1,0.000000,0.0001181,0.0000631,5,1
3369,كان ممن شهد الشجرة,1,0,1,0.000000,0.0001181,0.0000631,5,0
3370,رجل منهم من اصحاب الشجرة اسمه اهبان بن اوس,1,0,1,0.000000,0.0001438,0.0000631,22,0
3371,مجزاة,1,1,0,0.000000,0.0000778,0.0001168,22,0
3372,محمد بن حاتم بن بزيع,2,1,0,0.000000,0.0000778,0.0001499,5,0
3373,مروان بن الحكم يزيد احدهما علي صاحبه,1,0,1,0.000000,0.0000916,0.0000631,1,0
3374,شجاع بن الوليد,1,1,0,0.000000,0.0000778,0.0001482,11,0
3375,الحسن بن اسحاق,2,1,0,0.000000,0.0000778,0.0001628,3,0
3376,محمد بن هشام ابو عبد الله,1,1,0,0.000000,0.0000778,0.0000860,10,0
3377,الحجاج الصواف,1,0,1,0.000000,0.0000844,0.0000631,0,0
3378,شبيب,1,1,0,0.000000,0.0000778,0.0000852,1,0
3379,ابن ابي اوفي عنهما,1,0,1,0.000000,0.0001115,0.0000631,9,0
3380,البراء وعبد الله بن ابي اوفي,1,0,1,0.000000,0.0000875,0.0000631,5,0
3381,البراء وابن ابي اوفي يحدثان,1,0,1,0.000000,0.0000875,0.0000631,5,0
3382,محمد بن ابي الحسين,1,1,0,0.000000,0.0000778,0.0005049,4,0
3383,ابا هريرة يخبر سعيد بن العاصي,1,0,1,0.000000,0.0001585,0.0000631,1,0
3384,ويذكر,1,1,0,0.000000,0.0000778,0.0000853,1,0
3385,ابا سعيد وابا هريرة حدثاه,1,0,1,0.000000,0.0000986,0.0000631,0,0
3386,عبد العزيز بن محمد,1,1,0,0.000000,0.0000778,0.0001334,0,0
3387,وزاد ابن اسحاق,1,2,0,0.000000,0.0000778,0.0001644,2,0
3388,خالد بن الوليد,4,0,4,0.000000,0.0004823,0.0000631,8,0
3389,الهيثم بن خارجة,1,1,0,0.000000,0.0000778,0.0001003,3,0
3390,اقمنا مع,1,0,1,0.000000,0.0003334,0.0000631,2,0
3391,عبد الله بن ثعلبة بن صعير,2,0,2,0.000000,0.0000998,0.0000631,1,0
3392,وزعم ابو جميلة,1,0,1,0.000000,0.0002092,0.0000631,1,0
3393,لي ابو قلابة الا تلقاه فتساله,1,0,1,0.000000,0.0001574,0.0000631,0,0
3394,امها ⟨زينب ابنة ابي سلمة⟩,2,0,1,0.000000,0.0001192,0.0000631,3,1
3395,يعلي كان,1,0,1,0.000000,0.0001579,0.0000631,2,0
3396,عبد الله بن زيد بن عاصم,1,0,1,0.000000,0.0000915,0.0000631,9,0
3397,عباس بن الوليد,1,1,0,0.000000,0.0000778,0.0000895,9,0
3398,معاذا رضي الله,1,0,1,0.000000,0.0001012,0.0000631,5,0
3399,ابيه ⟨عبد الله بن بريدة⟩,1,0,1,0.000000,0.0001089,0.0000631,0,1
3400,عبد الله بن ابي شيبة العبسي,1,1,0,0.000000,0.0000778,0.0001186,8,0
3401,ابي جمرة قلت لابن عباس,1,0,1,0.000000,0.0000994,0.0000631,3,0
3402,ابا رجاء العطاردي,1,0,1,0.000000,0.0000892,0.0000631,0,0
3403,ابن المنكدر جابر بن عبد الله,1,0,1,0.000000,0.0000866,0.0000631,4,0
3404,عايشة زوج النبي اخبرتهما,1,0,1,0.000000,0.0001548,0.0000631,1,0
3405,انا شاهد,1,0,1,0.000000,0.0000882,0.0000631,3,0
3406,سيل اسامة,1,0,1,0.000000,0.0000882,0.0000631,3,0
3407,ابا ايوب,1,0,1,0.000000,0.0001026,0.0000631,5,0
3408,ابيه ⟨مصعب بن سعد⟩,1,0,1,0.000000,0.0001276,0.0000631,5,1
3409,السايب,2,0,2,0.000000,0.0001359,0.0000631,2,0
3410,يسرة بن صفوان بن جميل اللخمي,3,2,0,0.000000,0.0000778,0.0001263,1,0
3411,عايشة وعبد الله بن عباس,3,0,1,0.000000,0.0001165,0.0000631,1,0
3412,ابن,1,0,3,0.000000,0.0013516,0.0000631,3,0
3413,ابيه ⟨ابن بريدة⟩,1,0,1,0.000000,0.0001134,0.0000631,0,1
3414,احمد بن الحسن,1,1,0,0.000000,0.0000778,0.0001551,0,0
3415,ابي سعيد بن المعلي,4,0,1,0.000000,0.0001509,0.0000631,7,0
3416,عمرو بن شرحبيل,5,1,1,0.000000,0.0001537,0.0001256,4,0
3417,يوسف بن راشد,4,7,0,0.000000,0.0000778,0.0004220,6,0
3418,عايشة ترفعه,1,0,1,0.000000,0.0001029,0.0000631,2,0
3419,ابن الزبير قلت لعثمان,1,0,1,0.000000,0.0001029,0.0000631,2,0
3420,علي هو ابن ابي هاشم,1,1,0,0.000000,0.0000778,0.0001300,9,0
3421,ابو سفيان من,1,0,1,0.000000,0.0003334,0.0000631,2,0
3422,اسحاق بن ابراهيم بن عبد الرحمن ابو يعقوب,1,1,0,0.000000,0.0000778,0.0000959,10,0
3423,احمد بن يونس اراه,1,1,0,0.000000,0.0000778,0.0000762,7,0
3424,احمد بن حميد,1,1,0,0.000000,0.0000778,0.0001359,4,0
3425,ذكره ابو الحسن السوايي,1,1,1,0.000000,0.0003334,0.0000659,2,0
3426,لا اظنه ذكره الا,1,1,1,0.000000,0.0003334,0.0000659,2,0
3427,محمد بن عبد العزيز,2,2,0,0.000000,0.0000778,0.0001587,8,0
3428,عبد الله بن يزيد المقري,2,3,0,0.000000,0.0000778,0.0001687,14,0
3429,محمد بن عبد الرحمن ابو الاسود,1,0,2,0.000000,0.0001168,0.0000631,14,0
3430,حمدان بن عمر,1,1,0,0.000000,0.0000778,0.0001124,4,0
3431,شهدت من المقداد,1,0,1,0.000000,0.0007990,0.0000631,4,0
3432,علي بن سلمة,1,1,0,0.000000,0.0000778,0.0000996,3,0
3433,منذر بن الوليد بن عبد الرحمن الجارودي,1,1,0,0.000000,0.0000778,0.0001381,5,0
3434,محمد بن ابي يعقوب ابو عبد الله الكرماني,1,1,0,0.000000,0.0000778,0.0000998,1,0
3435,ابا الدرداء,1,0,1,0.000000,0.0001383,0.0000631,6,0
3436,عبد الله بن براد,1,1,0,0.000000,0.0000778,0.0000769,12,0
3437,محمد بن النضر,1,1,0,0.000000,0.0000778,0.0001206,5,0
3438,بشر بن خالد ابو محمد,1,1,0,0.000000,0.0000778,0.0000859,13,0
3439,مومل هو ابن هشام,1,1,0,0.000000,0.0000778,0.0000889,0,0
3440,ابي كعب بن مالك,1,0,1,0.000000,0.0001528,0.0000631,1,0
3441,كان قايد كعب بن مالك,1,1,1,0.000000,0.0000884,0.0000678,1,0
3442,زيد بن ثابت الانصاري,1,0,1,0.000000,0.0001009,0.0000631,1,0
3443,كان ممن يكتب الوحي,1,0,1,0.000000,0.0001009,0.0000631,1,0
3444,الحسن بن محمد بن صباح,3,2,0,0.000000,0.0000778,0.0002892,5,0
3445,محمد بن عباد بن جعفر,2,0,1,0.000000,0.0001018,0.0000631,2,0
3446,ابي هريرة يبلغ,2,0,1,0.000000,0.0001172,0.0000631,2,0
3447,انا لعند ابن عباس في بيته اذ,1,0,1,0.000000,0.0000986,0.0000631,0,0
3448,عويمرا اتي عاصم بن عدي,1,0,1,0.000000,0.0003807,0.0000631,13,0
3449,كان سيد بني عجلان,1,0,1,0.000000,0.0003807,0.0000631,13,0
3450,مقدم بن محمد بن يحيي,1,1,0,0.000000,0.0000778,0.0001005,11,0
3451,حديث عايشة,1,0,4,0.000000,0.0001519,0.0000631,1,0
3452,ام رومان ام عايشة,1,0,1,0.000000,0.0001007,0.0000631,3,0
3453,ابي ميسرة,2,1,1,0.000000,0.0001081,0.0000881,4,0
3454,القاسم بن ابي بزة,1,0,1,0.000000,0.0000898,0.0000631,2,0
3455,ابن ابزي,1,0,1,0.000000,0.0001057,0.0000631,2,0
3456,سفيان العصفري,1,1,1,0.000000,0.0001021,0.0000678,2,0
3457,في كندة,1,0,1,0.000000,0.0001634,0.0000631,3,0
3458,دخلنا علي عبد الله بن مسعود,1,0,1,0.000000,0.0001007,0.0000631,3,0
3459,عبد الرحمن بن خالد بن مسافر,2,1,1,0.000000,0.0000864,0.0001051,1,0
3460,الله,1,0,1,0.000000,0.0001068,0.0000631,4,0
3461,معاوية بن ابي المزرد,1,0,1,0.000000,0.0001068,0.0000631,4,0
3462,ممن شهد الشجرة,1,0,1,0.000000,0.0002894,0.0000631,0,0
3463,عبد الله بن المغفل المزني,1,0,1,0.000000,0.0001168,0.0000631,0,0
3464,محمد بن الوليد,4,1,0,0.000000,0.0000778,0.0001544,13,0
3465,احمد بن اسحاق السلمي,1,1,0,0.000000,0.0000778,0.0001001,2,0
3466,عمر رضي,1,0,1,0.000000,0.0001216,0.0000631,2,0
3467,يهلكا ابا بكر,1,0,1,0.000000,0.0001216,0.0000631,2,0
3468,محمد بن موسي القطان,1,1,0,0.000000,0.0000778,0.0001472,0,0
3469,واكثر ما كان يوقفه ابو سفيان,1,0,1,0.000000,0.0011164,0.0000631,7,0
3470,حدثوني,1,1,1,0.000000,0.0000866,0.0000810,4,0
3471,عبد الله –,1,0,1,0.000000,0.0001005,0.0000631,4,0
3472,عروة قلت لعايشة,1,0,1,0.000000,0.0000907,0.0000631,1,0
3473,ابيه ⟨ابي بكر بن عبد الله بن قيس⟩,3,0,1,0.000000,0.0003073,0.0000631,0,1
3474,عبيد الله بن ابي رافع كاتب علي,1,0,1,0.000000,0.0001212,0.0000631,1,0
3475,حفص وابو معاوية,1,1,1,0.000000,0.0000948,0.0000821,5,0
3476,سليمان بن قرم,1,1,1,0.000000,0.0000948,0.0000821,5,0
3477,سعيد بن النضر,2,1,0,0.000000,0.0000778,0.0001090,10,0
3478,جندبا البجلي,1,0,1,0.000000,0.0000900,0.0000631,5,0
3479,محمد بن شهاب فاخبرني ابو سلمة,1,1,0,0.000000,0.0000778,0.0000784,2,0
3480,احمد بن ابي داود ابو جعفر المنادي,1,1,0,0.000000,0.0000778,0.0000894,10,0
3481,المعوذتين,1,0,1,0.000000,0.0006701,0.0000631,2,0
3482,اخبرتني عايشة وابن عباس,1,0,1,0.000000,0.0000962,0.0000631,7,0
3483,سعيد بن العاص وعبد الله بن الزبير وعبد الرحمن بن الحارث بن هشام,1,0,1,0.000000,0.0002660,0.0000631,0,0
3484,فامر عثمان زيد بن ثابت,1,0,1,0.000000,0.0002660,0.0000631,0,0
3485,المسور بن مخرمة وعبد الرحمن بن عبد القاري حدثاه انهما سمعا عمر بن الخطاب,2,0,2,0.000000,0.0001065,0.0000631,3,0
3486,اخي قتادة بن النعمان,1,0,1,0.000000,0.0008679,0.0000631,8,0
3487,وزاد ابو معمر,1,1,0,0.000000,0.0000778,0.0000887,1,0
3488,هدبة بن خالد ابو خالد,1,1,0,0.000000,0.0000778,0.0000775,0,0
3489,علي بن ابراهيم,1,1,0,0.000000,0.0000778,0.0000894,10,0
3490,عثمان بن عفان,1,0,1,0.000000,0.0001026,0.0000631,4,0
3491,حديث المسور بن مخرمة وعبد الرحمن بن عبد القاري,1,0,1,0.000000,0.0000927,0.0000631,3,0
3492,محمد بن خلف ابو بكر,1,1,0,0.000000,0.0000778,0.0001304,12,0
3493,لي ابن شبرمة,1,0,1,0.000000,0.0000866,0.0000631,4,0
3494,محمد بن عبد الرحمن مولي بني زهرة,1,1,1,0.000000,0.0000834,0.0000721,6,0
3495,الاسود علي عبد الله,1,0,1,0.000000,0.0001138,0.0000631,4,0
3496,دخلت مع علقمة,1,0,1,0.000000,0.0001138,0.0000631,4,0
3497,محمد بن منهال,3,1,0,0.000000,0.0000778,0.0001254,0,0
3498,ام حبيبة بنت ابي سفيان اخبرتها,1,0,1,0.000000,0.0000985,0.0000631,3,0
3499,عبيد بن ابي مريم,1,1,1,0.000000,0.0001154,0.0001717,2,0
3500,من عقبة,1,0,1,0.000000,0.0003265,0.0000631,2,0
3501,لنا احمد بن حنبل,1,1,0,0.000000,0.0000778,0.0000836,6,0
3502,لابن عباس,1,0,1,0.000000,0.0004385,0.0000631,1,0
3503,لي طلق,1,1,0,0.000000,0.0000778,0.0000839,3,0
3504,احمد بن ابي عمرو,1,1,0,0.000000,0.0000778,0.0001275,4,0
3505,ابي عمرو مولي عايشة,1,1,1,0.000000,0.0001029,0.0000679,2,0
3506,عمرو بن الربيع بن طارق,1,1,0,0.000000,0.0000778,0.0000819,1,0
3507,خنساء بنت خذام الانصارية,2,0,3,0.000000,0.0002758,0.0000631,3,0
3508,مجمع بن يزيد حدثاه,1,0,1,0.000000,0.0001009,0.0000631,3,0
3509,ابو هريرة ياثر,1,0,1,0.000000,0.0000852,0.0000631,7,0
3510,الربيع بنت معوذ ابن عفراء,1,0,1,0.000000,0.0000967,0.0000631,6,0
3511,علي بن عبد الله بن ابراهيم,1,1,0,0.000000,0.0000778,0.0001454,2,0
3512,عبد الله بن عروة,1,1,1,0.000000,0.0000892,0.0000705,3,0
3513,علي بن حجر,3,2,0,0.000000,0.0000778,0.0001322,3,0
3514,اقول,1,0,2,0.000000,0.0002862,0.0000631,0,0
3515,امه ⟨عروة بن الزبير⟩,1,0,1,0.000000,0.0000916,0.0000631,1,1
3516,ابيه ⟨عباس بن سهل⟩,1,0,1,0.000000,0.0001243,0.0000631,9,1
3517,الحسين بن الوليد النيسابوري,1,1,0,0.000000,0.0000778,0.0000817,4,0
3518,ابيه ⟨عباس بن سهل بن سعد⟩,1,0,1,0.000000,0.0001485,0.0000631,9,1
3519,ابي غلاب يونس بن جبير,1,0,1,0.000000,0.0000918,0.0000631,0,0
3520,ازهر بن جميل,1,1,0,0.000000,0.0000778,0.0000853,0,0
3521,ابن ابي تميمة,1,1,0,0.000000,0.0000778,0.0000678,2,0
3522,محمد بن عبد الله بن المبارك المخرمي,1,1,0,0.000000,0.0000778,0.0001355,0,0
3523,لي اسماعيل,1,1,0,0.000000,0.0000778,0.0000879,8,0
3524,واشار,1,0,1,0.000000,0.0004619,0.0000631,4,0
3525,ابيه ⟨عبيد الله بن عبد الله⟩,1,0,1,0.000000,0.0000892,0.0000631,1,1
3526,سمعه يذكر,1,0,1,0.000000,0.0001009,0.0000631,3,0
3527,ابن عمر بن الخطاب,1,0,1,0.000000,0.0000912,0.0000631,11,0
3528,يونس بن جبير,1,0,1,0.000000,0.0001047,0.0000631,7,0
3529,زينب ابنة ام سلمة تحدث,1,1,0,0.000000,0.0000778,0.0000822,3,0
3530,ام حبيبة ابنة ابي سفيان,1,0,1,0.000000,0.0001016,0.0000631,3,0
3531,لي الثوري,1,0,1,0.000000,0.0001510,0.0000631,4,0
3532,هند بنت عتبة,1,0,1,0.000000,0.0004984,0.0000631,3,0
3533,ام سلمة قلت,1,0,1,0.000000,0.0000985,0.0000631,3,0
3534,ام حبيبة زوج النبي,1,0,1,0.000000,0.0000985,0.0000631,3,0
3535,عميرا مولي ابن عباس,1,0,1,0.000000,0.0000852,0.0000631,7,0
3536,ابيه ⟨سعيد بن عبد الرحمن بن ابزي⟩,1,0,1,0.000000,0.0001596,0.0000631,5,1
3537,شهدت عمر,1,0,1,0.000000,0.0000995,0.0000631,4,0
3538,عمار,1,0,1,0.000000,0.0001946,0.0000631,5,0
3539,عمران بن حصين الخزاعي,1,0,1,0.000000,0.0001094,0.0000631,0,0
3540,عمر بن ابي سلمة,5,0,5,0.000000,0.0001953,0.0000631,3,0
3541,هو ابن ام سلمة زوج النبي,1,0,1,0.000000,0.0001421,0.0000631,13,0
3542,علي هو الاسكاف,1,1,1,0.000000,0.0000958,0.0000740,0,0
3543,اباه عمرو بن امية,2,0,1,0.000000,0.0001318,0.0000631,1,0
3544,ابيه ⟨جعفر بن عمرو بن امية الضمري⟩,1,0,1,0.000000,0.0001937,0.0000631,1,1
3545,عبد الله بن جعفر بن ابي طالب,1,0,1,0.000000,0.0000853,0.0000631,1,0
3546,الجداد,1,0,2,0.000000,0.0014154,0.0000631,2,0
3547,جمعة بن عبد الله,1,1,0,0.000000,0.0000778,0.0000743,1,0
3548,سنان ابي ربيعة,1,1,1,0.000000,0.0002066,0.0000722,0,0
3549,قيل لانس,1,0,1,0.000000,0.0000842,0.0000631,0,0
3550,سويد,1,0,1,0.000000,0.0001161,0.0000631,6,0
3551,ابي امامة,2,0,1,0.000000,0.0001594,0.0000631,7,0
3552,ابو مسعود الانصاري,1,0,1,0.000000,0.0000922,0.0000631,4,0
3553,سلمان بن عامر,1,0,1,0.000000,0.0000860,0.0000631,0,0
3554,احد,1,2,0,0.000000,0.0000778,0.0000925,0,0
3555,سلمان بن عامر الضبي,1,0,1,0.000000,0.0001047,0.0000631,7,0
3556,ابا ثعلبة الخشني,1,0,1,0.000000,0.0001214,0.0000631,10,0
3557,ابو ثعلبة الخشني,1,0,1,0.000000,0.0001383,0.0000631,6,0
3558,جده ⟨عباية بن رفاعة بن رافع⟩,1,0,1,0.000000,0.0001640,0.0000631,6,1
3559,جندب بن سفيان البجلي,2,0,1,0.000000,0.0001021,0.0000631,5,0
3560,رجل من بني سلمة اخبر عبد الله,1,0,1,0.000000,0.0000912,0.0000631,11,0
3561,جده ⟨عباية بن رافع⟩,1,0,1,0.000000,0.0001640,0.0000631,6,1
3562,ابيه ⟨ابن لكعب بن مالك⟩,1,0,1,0.000000,0.0001552,0.0000631,11,1
3563,معاذ بن سعد,1,0,1,0.000000,0.0001552,0.0000631,11,0
3564,البراء وابن ابي اوفي,1,0,1,0.000000,0.0000950,0.0000631,5,0
3565,ابا ثعلبة,1,0,1,0.000000,0.0001488,0.0000631,6,0
3566,عمرو قلت لجابر بن زيد يزعمون,1,0,1,0.000000,0.0000866,0.0000631,4,0
3567,ابي ثعلبة,1,0,1,0.000000,0.0001097,0.0000631,1,0
3568,خطاب بن عثمان,1,1,0,0.000000,0.0000778,0.0001555,6,0
3569,عقبة بن عامر الجهني,1,0,1,0.000000,0.0001487,0.0000631,6,0
3570,اخي ⟨اسماعيل بن عبدالله⟩,1,1,1,0.000000,0.0000998,0.0000788,5,1
3571,ابو عبيد مولي ابن ازهر,1,0,1,0.000000,0.0000907,0.0000631,1,0
3572,ابوعبيد,2,0,0,0.000000,0.0000778,0.0000631,23,0
3573,سهلا,2,0,2,0.000000,0.0001123,0.0000631,13,0
3574,ابي عياض,1,1,1,0.000000,0.0001046,0.0001206,2,0
3575,ابراهيم قلت للاسود,1,0,1,0.000000,0.0000869,0.0000631,4,0
3576,ابي الجويرية,1,0,1,0.000000,0.0000866,0.0000631,4,0
3577,جابر بن عبدالله,2,0,2,0.000000,0.0001758,0.0000631,2,0
3578,ابو عاصم وابو نعيم,1,1,0,0.000000,0.0000778,0.0001041,0,0
3579,ابيه ⟨عبد الله بن كعب⟩,1,0,1,0.000000,0.0001058,0.0000631,1,1
3580,اباها,1,0,1,0.000000,0.0001823,0.0000631,2,0
3581,يحيي بن يحيي ابو زكرياء,1,1,0,0.000000,0.0000778,0.0000853,6,0
3582,ربيع بنت معوذ ابن عفراء,1,0,1,0.000000,0.0000967,0.0000631,6,0
3583,خالد بن سعد,1,0,1,0.000000,0.0000869,0.0000631,4,0
3584,كعب هو ابن عجرة,1,0,1,0.000000,0.0001041,0.0000631,5,0
3585,ام قيس,1,0,1,0.000000,0.0000897,0.0000631,11,0
3586,ام قيس بنت محصن الاسدية اسد خزيمة,1,0,1,0.000000,0.0000892,0.0000631,1,0
3587,كانت من المهاجرات الاول اللاتي بايعن النبي,1,0,1,0.000000,0.0000892,0.0000631,1,0
3588,هي اخت عكاشة,1,0,1,0.000000,0.0000892,0.0000631,1,0
3589,كانت من المهاجرات الاول اللاتي بايعن رسول الله,1,0,1,0.000000,0.0000892,0.0000631,1,0
3590,هي اخت عكاشة بن محصن,1,0,1,0.000000,0.0000892,0.0000631,1,0
3591,لي انس بن مالك,1,0,1,0.000000,0.0000984,0.0000631,0,0
3592,اخبرتنا,1,0,1,0.000000,0.0011491,0.0000631,1,0
3593,سيدان بن مضارب ابو محمد الباهلي,1,1,0,0.000000,0.0000778,0.0001802,2,0
3594,يحيي بن عروة بن الزبير,2,2,2,0.000000,0.0000998,0.0000788,1,0
3595,اول من,1,1,1,0.000000,0.0000861,0.0000967,2,0
3596,ابا هريرة بعد,1,0,1,0.000000,0.0000962,0.0000631,7,0
3597,ابي ⟨عامر بن سعد⟩,1,0,1,0.000000,0.0001116,0.0000631,1,1
3598,وزاد الليث,1,1,0,0.000000,0.0000778,0.0000852,1,0
3599,لي مسدد,1,1,0,0.000000,0.0000778,0.0000885,0,0
3600,شعبة فقلت اعن النبي,1,0,1,0.000000,0.0002660,0.0000631,0,0
3601,ابن الزبير يخطب,1,0,1,0.000000,0.0000917,0.0000631,0,0
3602,ابن عازب,1,0,1,0.000000,0.0001062,0.0000631,5,0
3603,سعيد ابي مسلمة,1,0,1,0.000000,0.0000831,0.0000631,0,0
3604,اباه مخرمة,1,0,1,0.000000,0.0001227,0.0000631,2,0
3605,ام سلمة اخبرتها,1,0,1,0.000000,0.0000985,0.0000631,3,0
3606,ابي هريرة رواية,3,0,2,0.000000,0.0001083,0.0000631,7,0
3607,عثمان بن عبد الله بن موهب,2,0,2,0.000000,0.0001626,0.0000631,9,0
3608,رجل,1,1,1,0.000000,0.0002660,0.0000657,0,0
3609,ابو هلال,1,1,0,0.000000,0.0000778,0.0000740,0,0
3610,ابو الوليد وعبد الله بن رجاء,1,1,0,0.000000,0.0000778,0.0000881,5,0
3611,ابن ابي شيبة,1,1,0,0.000000,0.0000778,0.0000888,6,0
3612,ابن بشار,4,3,0,0.000000,0.0000778,0.0001560,4,0
3613,من ام يعقوب,1,1,1,0.000000,0.0001068,0.0000756,4,0
3614,ابي طلحة صاحب رسول الله,1,0,1,0.000000,0.0003671,0.0000631,11,0
